City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
309,Bria,CF,6.5423,21.9863,79.7,65,84,3.96,broken clouds
310,Sisimiut,GL,66.9395,-53.6735,35.44,89,99,8.23,overcast clouds
311,Cayenne,GF,4.9333,-52.3333,78.1,90,75,4.0,moderate rain
312,Hervey Bay,AU,-25.2986,152.8535,62.04,68,90,9.46,overcast clouds
313,Svetlyy,RU,54.675,20.1347,55.45,72,92,6.51,overcast clouds
314,Gunjur,GM,13.2019,-16.7339,87.87,51,40,14.18,scattered clouds
315,Natalinsk,RU,56.4739,57.8698,45.23,76,91,6.15,overcast clouds
316,Bodaybo,RU,57.8506,114.1933,39.79,98,91,1.32,overcast clouds
317,Oktyabrskiy,RU,54.4815,53.471,48.61,90,77,7.92,broken clouds
318,Taoudenni,ML,22.6783,-3.9836,113.99,6,76,12.08,broken clouds
319,Vrangel,RU,42.7297,133.0839,48.49,94,83,8.52,broken clouds
320,Mantenopolis,BR,-18.8625,-41.1228,82.31,45,40,6.15,scattered clouds
321,Kismayo,SO,-0.3582,42.5454,78.22,83,95,12.46,overcast clouds
322,Progreso,MX,21.2833,-89.6667,90.1,57,8,10.51,clear sky
323,Naruja,GE,41.9069,41.9542,68.79,82,59,5.37,moderate rain
324,Indore,IN,22.7179,75.8333,91.18,37,80,12.46,broken clouds
325,Surskoye,RU,54.4821,46.7214,47.57,77,100,5.93,overcast clouds
326,Clyde River,CA,70.4692,-68.5914,25.03,100,90,3.44,overcast clouds
327,Sambava,MG,-14.2667,50.1667,75.07,81,0,9.06,clear sky
328,Maryville,US,35.7565,-83.9705,76.15,65,55,3.0,broken clouds
329,Cozumel,MX,20.5083,-86.9458,89.01,67,16,5.99,few clouds
330,Bima,ID,-8.4667,118.7167,73.96,94,58,2.98,broken clouds
331,Paris,FR,48.8534,2.3488,75.97,34,0,10.92,clear sky
332,San Quintin,MX,30.4833,-115.95,64.9,65,33,7.38,scattered clouds
333,Rapar,IN,23.5667,70.6333,85.55,69,0,20.78,clear sky
334,Ukiah,US,39.1502,-123.2078,94.01,35,76,2.53,broken clouds
335,Livingstonia,MW,-10.606,34.1063,62.19,78,39,4.43,scattered clouds
336,Vilhena,BR,-12.7406,-60.1458,86.22,48,40,8.05,scattered clouds
337,Kharp,RU,66.8014,65.8081,41.31,82,78,9.62,light rain
338,Coihueco,CL,-36.6167,-71.8333,54.34,100,90,3.94,overcast clouds
339,Kloulklubed,PW,7.0419,134.2556,81.1,78,100,17.54,overcast clouds
340,Killybegs,IE,54.6333,-8.45,69.51,68,97,14.25,overcast clouds
341,Katsuura,JP,35.1333,140.3,66.22,82,55,1.77,broken clouds
342,Tura,IN,25.5198,90.2201,72.27,96,100,4.25,light rain
343,Mahajanga,MG,-15.7167,46.3167,78.82,83,20,9.22,few clouds
344,Fortuna,US,40.5982,-124.1573,66.92,67,59,1.99,broken clouds
345,Valparaiso,CL,-33.0393,-71.6273,80.83,24,0,9.22,clear sky
346,Butterworth,MY,5.3991,100.3638,84.99,86,20,3.0,few clouds
347,Balingasay,PH,16.3573,119.8564,83.7,78,87,5.53,overcast clouds
348,Walla Walla,US,46.0646,-118.343,79.52,34,92,1.99,overcast clouds
349,Bosaso,SO,11.2842,49.1816,89.62,53,40,4.16,scattered clouds
